,index,Rozegrane mecze,Sety,Punkty,Zagrywka_Suma,Zagrywka_As,Zagrywka_Błąd,Zagrywka_Asy na set,Przyjęcie_Suma,Przyjęcie_Błąd,Przyjęcie_Neg,Przyjęcie_Perf,Przyjęcie_% perf,Atak_Suma,Atak_Błąd,Atak_Blok,Atak_Perf,Atak_% perf,Blok_Pkt,Blok_Pkt na set,Gracz,Liczba sezonów w lidze,Liczba meczy w lidze,Liczba pkt w lidze,Liczba asów w lidze,Liczba bloków w lidze
103,12,Aluron Virtu CMC Zawiercie -Jastrzębski Węgiel,5.0,16.0,16.0,0.0,4.0,"0,00",0.0,0.0,0.0,0.0,"0,00",30.0,1.0,1.0,15.0,"50,00",1.0,"0,20",Grzegorz Bociek,9,159,1862,139,138
104,13,Aluron Virtu CMC Zawiercie -Ślepsk Malow Suwałki,4.0,0.0,8.0,0.0,2.0,"0,00",0.0,0.0,0.0,0.0,"0,00",3.0,1.0,2.0,0.0,"0,00",0.0,"0,00",Grzegorz Bociek,9,159,1862,139,138
105,14,Aluron Virtu CMC Zawiercie -GKS Katowice,1.0,0.0,1.0,0.0,1.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Grzegorz Bociek,9,159,1862,139,138
106,0,Ślepsk Malow Suwałki -Grupa Azoty ZAKSA Kędzierzyn-Koźle,3.0,9.0,13.0,1.0,1.0,"0,33",0.0,0.0,0.0,0.0,"0,00",16.0,3.0,2.0,8.0,"50,00",0.0,"0,00",Bartłomiej Bołądź,5,137,1582,94,112
107,1,Ślepsk Malow Suwałki -Asseco Resovia Rzeszów,4.0,20.0,19.0,1.0,5.0,"0,25",0.0,0.0,0.0,0.0,"0,00",39.0,2.0,4.0,19.0,"48,72",0.0,"0,00",Bartłomiej Bołądź,5,137,1582,94,112
108,2,Ślepsk Malow Suwałki -VERVA Warszawa ORLEN Paliwa,4.0,16.0,15.0,1.0,4.0,"0,25",0.0,0.0,0.0,0.0,"0,00",32.0,1.0,3.0,14.0,"43,75",1.0,"0,25",Bartłomiej Bołądź,5,137,1582,94,112
109,3,Ślepsk Malow Suwałki -Trefl Gdańsk,5.0,20.0,16.0,2.0,5.0,"0,40",0.0,0.0,0.0,0.0,"0,00",37.0,4.0,1.0,18.0,"48,65",0.0,"0,00",Bartłomiej Bołądź,5,137,1582,94,112
110,4,Ślepsk Malow Suwałki -Jastrzębski Węgiel,2.0,3.0,5.0,0.0,1.0,"0,00",0.0,0.0,0.0,0.0,"0,00",12.0,1.0,3.0,3.0,"25,00",0.0,"0,00",Bartłomiej Bołądź,5,137,1582,94,112
111,5,Ślepsk Malow Suwałki -Indykpol AZS Olsztyn,4.0,11.0,10.0,1.0,1.0,"0,25",0.0,0.0,0.0,0.0,"0,00",22.0,1.0,3.0,8.0,"36,36",2.0,"0,50",Bartłomiej Bołądź,5,137,1582,94,112
112,6,Ślepsk Malow Suwałki -Aluron Virtu CMC Zawiercie,3.0,13.0,11.0,1.0,1.0,"0,33",0.0,0.0,0.0,0.0,"0,00",22.0,1.0,1.0,10.0,"45,45",2.0,"0,67",Bartłomiej Bołądź,5,137,1582,94,112
113,7,Ślepsk Malow Suwałki -Cuprum Lubin,3.0,10.0,6.0,0.0,2.0,"0,00",0.0,0.0,0.0,0.0,"0,00",14.0,1.0,0.0,9.0,"64,29",1.0,"0,33",Bartłomiej Bołądź,5,137,1582,94,112
114,8,Ślepsk Malow Suwałki -Cerrad Enea Czarni Radom,5.0,33.0,19.0,2.0,1.0,"0,40",1.0,1.0,0.0,0.0,"0,00",50.0,2.0,1.0,25.0,"50,00",6.0,"1,20",Bartłomiej Bołądź,5,137,1582,94,112
115,9,Ślepsk Malow Suwałki -BKS Visła Bydgoszcz,5.0,18.0,17.0,1.0,4.0,"0,20",0.0,0.0,0.0,0.0,"0,00",30.0,0.0,6.0,16.0,"53,33",1.0,"0,20",Bartłomiej Bołądź,5,137,1582,94,112
116,10,Ślepsk Malow Suwałki -PGE Skra Bełchatów,4.0,16.0,13.0,3.0,1.0,"0,75",0.0,0.0,0.0,0.0,"0,00",29.0,3.0,7.0,13.0,"44,83",0.0,"0,00",Bartłomiej Bołądź,5,137,1582,94,112
117,11,Ślepsk Malow Suwałki -MKS Będzin,2.0,5.0,5.0,0.0,2.0,"0,00",0.0,0.0,0.0,0.0,"0,00",12.0,1.0,2.0,5.0,"41,67",0.0,"0,00",Bartłomiej Bołądź,5,137,1582,94,112
118,12,Ślepsk Malow Suwałki -GKS Katowice,5.0,28.0,18.0,1.0,2.0,"0,20",0.0,0.0,0.0,0.0,"0,00",39.0,3.0,2.0,25.0,"64,10",2.0,"0,40",Bartłomiej Bołądź,5,137,1582,94,112
119,13,Ślepsk Malow Suwałki -Grupa Azoty ZAKSA Kędzierzyn-Koźle,3.0,12.0,11.0,0.0,1.0,"0,00",0.0,0.0,0.0,0.0,"0,00",26.0,2.0,2.0,12.0,"46,15",0.0,"0,00",Bartłomiej Bołądź,5,137,1582,94,112
120,14,Ślepsk Malow Suwałki -Asseco Resovia Rzeszów,4.0,17.0,19.0,1.0,4.0,"0,25",0.0,0.0,0.0,0.0,"0,00",28.0,2.0,1.0,16.0,"57,14",0.0,"0,00",Bartłomiej Bołądź,5,137,1582,94,112
121,15,Ślepsk Malow Suwałki -VERVA Warszawa ORLEN Paliwa,2.0,1.0,6.0,0.0,2.0,"0,00",0.0,0.0,0.0,0.0,"0,00",9.0,1.0,0.0,1.0,"11,11",0.0,"0,00",Bartłomiej Bołądź,5,137,1582,94,112
122,16,Ślepsk Malow Suwałki -Jastrzębski Węgiel,4.0,18.0,16.0,3.0,1.0,"0,75",0.0,0.0,0.0,0.0,"0,00",35.0,1.0,3.0,15.0,"42,86",0.0,"0,00",Bartłomiej Bołądź,5,137,1582,94,112
123,17,Ślepsk Malow Suwałki -Indykpol AZS Olsztyn,4.0,25.0,12.0,0.0,5.0,"0,00",0.0,0.0,0.0,0.0,"0,00",36.0,1.0,5.0,21.0,"58,33",4.0,"1,00",Bartłomiej Bołądź,5,137,1582,94,112
124,18,Ślepsk Malow Suwałki -Aluron Virtu CMC Zawiercie,4.0,22.0,13.0,1.0,2.0,"0,25",1.0,0.0,0.0,0.0,"0,00",34.0,2.0,3.0,19.0,"55,88",2.0,"0,50",Bartłomiej Bołądź,5,137,1582,94,112
125,19,Ślepsk Malow Suwałki -Cuprum Lubin,4.0,18.0,13.0,1.0,3.0,"0,25",0.0,0.0,0.0,0.0,"0,00",32.0,3.0,5.0,16.0,"50,00",1.0,"0,25",Bartłomiej Bołądź,5,137,1582,94,112
126,20,Ślepsk Malow Suwałki -PGE Skra Bełchatów,4.0,11.0,16.0,2.0,4.0,"0,50",1.0,0.0,1.0,0.0,"0,00",24.0,3.0,3.0,9.0,"37,50",0.0,"0,00",Bartłomiej Bołądź,5,137,1582,94,112
127,0,BKS Visła Bydgoszcz -Jastrzębski Węgiel,1.0,0.0,0.0,0.0,0.0,"0,00",2.0,0.0,1.0,1.0,"50,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Tomasz Bonisławski,7,70,0,0,0
128,1,BKS Visła Bydgoszcz -VERVA Warszawa ORLEN Paliwa,1.0,0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Tomasz Bonisławski,7,70,0,0,0
129,2,BKS Visła Bydgoszcz -Cerrad Enea Czarni Radom,3.0,0.0,0.0,0.0,0.0,"0,00",8.0,0.0,2.0,1.0,"12,50",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Tomasz Bonisławski,7,70,0,0,0
130,3,BKS Visła Bydgoszcz -Asseco Resovia Rzeszów,2.0,0.0,0.0,0.0,0.0,"0,00",5.0,0.0,2.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Tomasz Bonisławski,7,70,0,0,0
131,4,BKS Visła Bydgoszcz -Trefl Gdańsk,2.0,0.0,0.0,0.0,0.0,"0,00",5.0,0.0,1.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Tomasz Bonisławski,7,70,0,0,0
132,5,BKS Visła Bydgoszcz -Indykpol AZS Olsztyn,5.0,0.0,0.0,0.0,0.0,"0,00",33.0,2.0,9.0,5.0,"15,15",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Tomasz Bonisławski,7,70,0,0,0
133,6,BKS Visła Bydgoszcz -Cuprum Lubin,2.0,0.0,0.0,0.0,0.0,"0,00",10.0,1.0,2.0,2.0,"20,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Tomasz Bonisławski,7,70,0,0,0
134,7,BKS Visła Bydgoszcz -MKS Będzin,4.0,0.0,0.0,0.0,0.0,"0,00",13.0,1.0,2.0,3.0,"23,08",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Tomasz Bonisławski,7,70,0,0,0
135,8,BKS Visła Bydgoszcz -Cerrad Enea Czarni Radom,2.0,0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Tomasz Bonisławski,7,70,0,0,0
136,9,BKS Visła Bydgoszcz -Asseco Resovia Rzeszów,2.0,0.0,0.0,0.0,0.0,"0,00",7.0,2.0,3.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Tomasz Bonisławski,7,70,0,0,0
137,10,BKS Visła Bydgoszcz -GKS Katowice,4.0,0.0,0.0,0.0,0.0,"0,00",16.0,1.0,7.0,1.0,"6,25",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Tomasz Bonisławski,7,70,0,0,0
138,11,BKS Visła Bydgoszcz -Trefl Gdańsk,4.0,0.0,0.0,0.0,0.0,"0,00",17.0,1.0,4.0,3.0,"17,65",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Tomasz Bonisławski,7,70,0,0,0
139,12,BKS Visła Bydgoszcz -MKS Będzin,3.0,0.0,0.0,0.0,0.0,"0,00",35.0,3.0,14.0,5.0,"14,29",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Tomasz Bonisławski,7,70,0,0,0
140,0,Cerrad Enea Czarni Radom -BKS Visła Bydgoszcz,3.0,5.0,7.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",2.0,0.0,0.0,2.0,"100,00",3.0,"1,00",Damian Boruch,7,107,584,28,176
141,1,Cerrad Enea Czarni Radom -MKS Będzin,3.0,7.0,10.0,0.0,3.0,"0,00",2.0,0.0,0.0,0.0,"0,00",4.0,0.0,0.0,4.0,"100,00",3.0,"1,00",Damian Boruch,7,107,584,28,176
142,2,Cerrad Enea Czarni Radom -Grupa Azoty ZAKSA Kędzierzyn-Koźle,3.0,5.0,9.0,0.0,0.0,"0,00",2.0,0.0,0.0,1.0,"50,00",6.0,1.0,1.0,3.0,"50,00",2.0,"0,67",Damian Boruch,7,107,584,28,176
143,3,Cerrad Enea Czarni Radom -VERVA Warszawa ORLEN Paliwa,1.0,3.0,3.0,0.0,1.0,"0,00",0.0,0.0,0.0,0.0,"0,00",3.0,1.0,0.0,2.0,"66,67",1.0,"1,00",Damian Boruch,7,107,584,28,176
144,4,Cerrad Enea Czarni Radom -Jastrzębski Węgiel,4.0,7.0,13.0,1.0,1.0,"0,25",1.0,0.0,1.0,0.0,"0,00",8.0,2.0,0.0,4.0,"50,00",2.0,"0,50",Damian Boruch,7,107,584,28,176
145,5,Cerrad Enea Czarni Radom -Aluron Virtu CMC Zawiercie,4.0,5.0,15.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",7.0,1.0,0.0,4.0,"57,14",1.0,"0,25",Damian Boruch,7,107,584,28,176
146,6,Cerrad Enea Czarni Radom -GKS Katowice,3.0,3.0,9.0,0.0,1.0,"0,00",2.0,0.0,1.0,0.0,"0,00",6.0,1.0,0.0,2.0,"33,33",1.0,"0,33",Damian Boruch,7,107,584,28,176
147,7,Cerrad Enea Czarni Radom -Cuprum Lubin,4.0,8.0,18.0,0.0,2.0,"0,00",2.0,0.0,0.0,0.0,"0,00",12.0,0.0,0.0,7.0,"58,33",1.0,"0,25",Damian Boruch,7,107,584,28,176
148,8,Cerrad Enea Czarni Radom -BKS Visła Bydgoszcz,2.0,1.0,1.0,0.0,0.0,"0,00",1.0,0.0,1.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",1.0,"0,50",Damian Boruch,7,107,584,28,176
149,9,Cerrad Enea Czarni Radom -VERVA Warszawa ORLEN Paliwa,1.0,0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Damian Boruch,7,107,584,28,176
150,0,VERVA Warszawa ORLEN Paliwa -MKS Będzin,4.0,4.0,17.0,2.0,2.0,"0,50",0.0,0.0,0.0,0.0,"0,00",3.0,1.0,0.0,1.0,"33,33",1.0,"0,25",Antoine Brizard,3,83,335,84,127
151,1,VERVA Warszawa ORLEN Paliwa -BKS Visła Bydgoszcz,2.0,1.0,6.0,0.0,2.0,"0,00",0.0,0.0,0.0,0.0,"0,00",2.0,0.0,0.0,1.0,"50,00",0.0,"0,00",Antoine Brizard,3,83,335,84,127
152,2,VERVA Warszawa ORLEN Paliwa -Ślepsk Malow Suwałki,4.0,3.0,12.0,1.0,3.0,"0,25",0.0,0.0,0.0,0.0,"0,00",4.0,0.0,0.0,2.0,"50,00",0.0,"0,00",Antoine Brizard,3,83,335,84,127
153,3,VERVA Warszawa ORLEN Paliwa -Aluron Virtu CMC Zawiercie,5.0,2.0,15.0,1.0,4.0,"0,20",4.0,1.0,3.0,0.0,"0,00",1.0,0.0,0.0,0.0,"0,00",1.0,"0,20",Antoine Brizard,3,83,335,84,127
154,4,VERVA Warszawa ORLEN Paliwa -Cerrad Enea Czarni Radom,3.0,7.0,11.0,2.0,2.0,"0,67",1.0,1.0,0.0,0.0,"0,00",4.0,0.0,0.0,3.0,"75,00",2.0,"0,67",Antoine Brizard,3,83,335,84,127
155,5,VERVA Warszawa ORLEN Paliwa -PGE Skra Bełchatów,4.0,6.0,17.0,1.0,5.0,"0,25",1.0,1.0,0.0,0.0,"0,00",5.0,1.0,0.0,3.0,"60,00",2.0,"0,50",Antoine Brizard,3,83,335,84,127
156,6,VERVA Warszawa ORLEN Paliwa -Asseco Resovia Rzeszów,4.0,4.0,15.0,1.0,5.0,"0,25",0.0,0.0,0.0,0.0,"0,00",6.0,0.0,1.0,3.0,"50,00",0.0,"0,00",Antoine Brizard,3,83,335,84,127
157,7,VERVA Warszawa ORLEN Paliwa -GKS Katowice,5.0,5.0,14.0,1.0,5.0,"0,20",0.0,0.0,0.0,0.0,"0,00",3.0,0.0,0.0,2.0,"66,67",2.0,"0,40",Antoine Brizard,3,83,335,84,127
158,8,VERVA Warszawa ORLEN Paliwa -Trefl Gdańsk,3.0,1.0,13.0,0.0,4.0,"0,00",0.0,0.0,0.0,0.0,"0,00",1.0,0.0,0.0,1.0,"100,00",0.0,"0,00",Antoine Brizard,3,83,335,84,127
159,9,VERVA Warszawa ORLEN Paliwa -Indykpol AZS Olsztyn,4.0,4.0,14.0,0.0,3.0,"0,00",0.0,0.0,0.0,0.0,"0,00",3.0,0.0,0.0,3.0,"100,00",1.0,"0,25",Antoine Brizard,3,83,335,84,127
160,10,VERVA Warszawa ORLEN Paliwa -Cuprum Lubin,3.0,5.0,12.0,1.0,1.0,"0,33",0.0,0.0,0.0,0.0,"0,00",3.0,0.0,0.0,2.0,"66,67",2.0,"0,67",Antoine Brizard,3,83,335,84,127
161,11,VERVA Warszawa ORLEN Paliwa -Grupa Azoty ZAKSA Kędzierzyn-Koźle,5.0,0.0,17.0,0.0,5.0,"0,00",0.0,0.0,0.0,0.0,"0,00",1.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Antoine Brizard,3,83,335,84,127
162,12,VERVA Warszawa ORLEN Paliwa -MKS Będzin,3.0,2.0,8.0,0.0,3.0,"0,00",0.0,0.0,0.0,0.0,"0,00",2.0,0.0,0.0,2.0,"100,00",0.0,"0,00",Antoine Brizard,3,83,335,84,127
163,13,VERVA Warszawa ORLEN Paliwa -BKS Visła Bydgoszcz,3.0,4.0,12.0,2.0,0.0,"0,67",0.0,0.0,0.0,0.0,"0,00",2.0,0.0,0.0,1.0,"50,00",1.0,"0,33",Antoine Brizard,3,83,335,84,127
164,14,VERVA Warszawa ORLEN Paliwa -Ślepsk Malow Suwałki,3.0,2.0,14.0,1.0,4.0,"0,33",0.0,0.0,0.0,0.0,"0,00",2.0,0.0,0.0,1.0,"50,00",0.0,"0,00",Antoine Brizard,3,83,335,84,127
165,15,VERVA Warszawa ORLEN Paliwa -Jastrzębski Węgiel,3.0,6.0,16.0,2.0,2.0,"0,67",0.0,0.0,0.0,0.0,"0,00",4.0,0.0,0.0,3.0,"75,00",1.0,"0,33",Antoine Brizard,3,83,335,84,127
166,16,VERVA Warszawa ORLEN Paliwa -Aluron Virtu CMC Zawiercie,3.0,5.0,15.0,1.0,2.0,"0,33",0.0,0.0,0.0,0.0,"0,00",5.0,0.0,0.0,4.0,"80,00",0.0,"0,00",Antoine Brizard,3,83,335,84,127
167,17,VERVA Warszawa ORLEN Paliwa -Cerrad Enea Czarni Radom,4.0,3.0,17.0,0.0,3.0,"0,00",0.0,0.0,0.0,0.0,"0,00",4.0,0.0,0.0,2.0,"50,00",1.0,"0,25",Antoine Brizard,3,83,335,84,127
168,18,VERVA Warszawa ORLEN Paliwa -PGE Skra Bełchatów,4.0,4.0,14.0,1.0,5.0,"0,25",1.0,0.0,1.0,0.0,"0,00",5.0,0.0,1.0,3.0,"60,00",0.0,"0,00",Antoine Brizard,3,83,335,84,127
169,19,VERVA Warszawa ORLEN Paliwa -Indykpol AZS Olsztyn,3.0,3.0,13.0,1.0,2.0,"0,33",0.0,0.0,0.0,0.0,"0,00",1.0,0.0,0.0,1.0,"100,00",1.0,"0,33",Antoine Brizard,3,83,335,84,127
170,20,VERVA Warszawa ORLEN Paliwa -Jastrzębski Węgiel,3.0,2.0,8.0,0.0,2.0,"0,00",0.0,0.0,0.0,0.0,"0,00",2.0,0.0,0.0,0.0,"0,00",2.0,"0,67",Antoine Brizard,3,83,335,84,127
171,0,GKS Katowice -Asseco Resovia Rzeszów,4.0,11.0,15.0,3.0,2.0,"0,75",21.0,1.0,7.0,8.0,"38,10",11.0,0.0,1.0,7.0,"63,64",1.0,"0,25",Adrian Buchowski,8,163,1012,50,90
172,1,GKS Katowice -PGE Skra Bełchatów,5.0,12.0,13.0,0.0,5.0,"0,00",34.0,1.0,7.0,9.0,"26,47",25.0,2.0,2.0,12.0,"48,00",0.0,"0,00",Adrian Buchowski,8,163,1012,50,90
173,2,GKS Katowice -Trefl Gdańsk,5.0,11.0,17.0,0.0,2.0,"0,00",31.0,2.0,8.0,8.0,"25,81",28.0,0.0,2.0,11.0,"39,29",0.0,"0,00",Adrian Buchowski,8,163,1012,50,90
174,3,GKS Katowice -Indykpol AZS Olsztyn,3.0,7.0,6.0,0.0,1.0,"0,00",11.0,1.0,1.0,3.0,"27,27",9.0,1.0,1.0,6.0,"66,67",1.0,"0,33",Adrian Buchowski,8,163,1012,50,90
175,4,GKS Katowice -Cuprum Lubin,4.0,3.0,14.0,0.0,4.0,"0,00",32.0,3.0,8.0,8.0,"25,00",14.0,0.0,0.0,3.0,"21,43",0.0,"0,00",Adrian Buchowski,8,163,1012,50,90
176,5,GKS Katowice -BKS Visła Bydgoszcz,1.0,1.0,2.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",1.0,0.0,0.0,1.0,"100,00",0.0,"0,00",Adrian Buchowski,8,163,1012,50,90
177,6,GKS Katowice -MKS Będzin,1.0,3.0,2.0,1.0,0.0,"1,00",5.0,1.0,1.0,2.0,"40,00",5.0,0.0,1.0,2.0,"40,00",0.0,"0,00",Adrian Buchowski,8,163,1012,50,90
178,7,GKS Katowice -Grupa Azoty ZAKSA Kędzierzyn-Koźle,1.0,1.0,1.0,0.0,0.0,"0,00",3.0,0.0,1.0,1.0,"33,33",1.0,0.0,0.0,1.0,"100,00",0.0,"0,00",Adrian Buchowski,8,163,1012,50,90
179,8,GKS Katowice -Jastrzębski Węgiel,1.0,0.0,1.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Adrian Buchowski,8,163,1012,50,90
180,9,GKS Katowice -Ślepsk Malow Suwałki,1.0,3.0,1.0,0.0,0.0,"0,00",1.0,0.0,0.0,1.0,"100,00",3.0,0.0,0.0,3.0,"100,00",0.0,"0,00",Adrian Buchowski,8,163,1012,50,90
181,10,GKS Katowice -Asseco Resovia Rzeszów,4.0,14.0,11.0,0.0,3.0,"0,00",21.0,1.0,6.0,6.0,"28,57",26.0,1.0,2.0,13.0,"50,00",1.0,"0,25",Adrian Buchowski,8,163,1012,50,90
182,11,GKS Katowice -PGE Skra Bełchatów,2.0,1.0,1.0,0.0,1.0,"0,00",2.0,0.0,0.0,1.0,"50,00",1.0,0.0,0.0,1.0,"100,00",0.0,"0,00",Adrian Buchowski,8,163,1012,50,90
183,12,GKS Katowice -Trefl Gdańsk,1.0,1.0,2.0,0.0,1.0,"0,00",3.0,1.0,1.0,0.0,"0,00",1.0,0.0,0.0,1.0,"100,00",0.0,"0,00",Adrian Buchowski,8,163,1012,50,90
184,13,GKS Katowice -Indykpol AZS Olsztyn,2.0,2.0,3.0,0.0,0.0,"0,00",9.0,1.0,1.0,4.0,"44,44",3.0,0.0,0.0,2.0,"66,67",0.0,"0,00",Adrian Buchowski,8,163,1012,50,90
185,14,GKS Katowice -Cuprum Lubin,4.0,0.0,5.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",2.0,0.0,1.0,0.0,"0,00",0.0,"0,00",Adrian Buchowski,8,163,1012,50,90
186,15,GKS Katowice -BKS Visła Bydgoszcz,1.0,1.0,0.0,0.0,0.0,"0,00",1.0,0.0,0.0,0.0,"0,00",2.0,0.0,1.0,1.0,"50,00",0.0,"0,00",Adrian Buchowski,8,163,1012,50,90
187,16,GKS Katowice -MKS Będzin,3.0,5.0,6.0,1.0,3.0,"0,33",14.0,1.0,5.0,2.0,"14,29",10.0,0.0,2.0,4.0,"40,00",0.0,"0,00",Adrian Buchowski,8,163,1012,50,90
188,17,GKS Katowice -Aluron Virtu CMC Zawiercie,1.0,1.0,1.0,0.0,1.0,"0,00",1.0,0.0,0.0,1.0,"100,00",1.0,0.0,0.0,1.0,"100,00",0.0,"0,00",Adrian Buchowski,8,163,1012,50,90
189,0,Jastrzębski Węgiel -BKS Visła Bydgoszcz,2.0,0.0,1.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Jakub Bucki,6,87,393,44,39
190,1,Jastrzębski Węgiel -Cuprum Lubin,3.0,3.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",5.0,0.0,1.0,2.0,"40,00",1.0,"0,33",Jakub Bucki,6,87,393,44,39
191,2,Jastrzębski Węgiel -Grupa Azoty ZAKSA Kędzierzyn-Koźle,3.0,2.0,4.0,0.0,1.0,"0,00",0.0,0.0,0.0,0.0,"0,00",6.0,0.0,2.0,2.0,"33,33",0.0,"0,00",Jakub Bucki,6,87,393,44,39
192,3,Jastrzębski Węgiel -Ślepsk Malow Suwałki,4.0,8.0,12.0,0.0,1.0,"0,00",0.0,0.0,0.0,0.0,"0,00",20.0,3.0,3.0,7.0,"35,00",1.0,"0,25",Jakub Bucki,6,87,393,44,39
193,4,Jastrzębski Węgiel -GKS Katowice,2.0,1.0,3.0,1.0,0.0,"0,50",0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Jakub Bucki,6,87,393,44,39
194,5,Jastrzębski Węgiel -Trefl Gdańsk,1.0,0.0,1.0,0.0,1.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Jakub Bucki,6,87,393,44,39
195,6,Jastrzębski Węgiel -Indykpol AZS Olsztyn,2.0,6.0,3.0,0.0,1.0,"0,00",0.0,0.0,0.0,0.0,"0,00",11.0,3.0,0.0,4.0,"36,36",2.0,"1,00",Jakub Bucki,6,87,393,44,39
196,7,Jastrzębski Węgiel -MKS Będzin,2.0,1.0,1.0,0.0,1.0,"0,00",0.0,0.0,0.0,0.0,"0,00",1.0,0.0,0.0,1.0,"100,00",0.0,"0,00",Jakub Bucki,6,87,393,44,39
197,8,Jastrzębski Węgiel -BKS Visła Bydgoszcz,5.0,17.0,15.0,1.0,2.0,"0,20",0.0,0.0,0.0,0.0,"0,00",34.0,0.0,2.0,16.0,"47,06",0.0,"0,00",Jakub Bucki,6,87,393,44,39
198,9,Jastrzębski Węgiel -Cuprum Lubin,2.0,0.0,2.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",1.0,1.0,0.0,0.0,"0,00",0.0,"0,00",Jakub Bucki,6,87,393,44,39
199,10,Jastrzębski Węgiel -Grupa Azoty ZAKSA Kędzierzyn-Koźle,2.0,0.0,2.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Jakub Bucki,6,87,393,44,39
200,11,Jastrzębski Węgiel -VERVA Warszawa ORLEN Paliwa,2.0,0.0,3.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",3.0,1.0,0.0,0.0,"0,00",0.0,"0,00",Jakub Bucki,6,87,393,44,39
201,12,Jastrzębski Węgiel -Ślepsk Malow Suwałki,2.0,2.0,5.0,2.0,1.0,"1,00",0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Jakub Bucki,6,87,393,44,39
202,13,Jastrzębski Węgiel -Aluron Virtu CMC Zawiercie,3.0,0.0,3.0,0.0,2.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Jakub Bucki,6,87,393,44,39
203,14,Jastrzębski Węgiel -Cerrad Enea Czarni Radom,2.0,9.0,3.0,0.0,1.0,"0,00",0.0,0.0,0.0,0.0,"0,00",14.0,2.0,2.0,5.0,"35,71",4.0,"2,00",Jakub Bucki,6,87,393,44,39
204,15,Jastrzębski Węgiel -Trefl Gdańsk,1.0,0.0,1.0,0.0,1.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Jakub Bucki,6,87,393,44,39
205,16,Jastrzębski Węgiel -VERVA Warszawa ORLEN Paliwa,2.0,6.0,5.0,1.0,0.0,"0,50",0.0,0.0,0.0,0.0,"0,00",5.0,0.0,0.0,4.0,"80,00",1.0,"0,50",Jakub Bucki,6,87,393,44,39
206,0,MKS Będzin -VERVA Warszawa ORLEN Paliwa,1.0,0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Konrad Buczek,5,104,42,12,17
207,1,MKS Będzin -Aluron Virtu CMC Zawiercie,1.0,0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Konrad Buczek,5,104,42,12,17
