,index,Rozegrane mecze,Sety,Punkty,Zagrywka_Suma,Zagrywka_As,Zagrywka_Błąd,Zagrywka_Asy na set,Przyjęcie_Suma,Przyjęcie_Błąd,Przyjęcie_Neg,Przyjęcie_Perf,Przyjęcie_% perf,Atak_Suma,Atak_Błąd,Atak_Blok,Atak_Perf,Atak_% perf,Blok_Pkt,Blok_Pkt na set,Gracz,Liczba sezonów w lidze,Liczba meczy w lidze,Liczba pkt w lidze,Liczba asów w lidze,Liczba bloków w lidze
1927,19,Asseco Resovia Rzeszów -Grupa Azoty ZAKSA Kędzierzyn-Koźle,3.0,0.0,0.0,0.0,0.0,"0,00",12.0,0.0,5.0,3.0,"25,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Luke Perry,2,43,0,0,0
1928,20,Asseco Resovia Rzeszów -Cerrad Enea Czarni Radom,2.0,0.0,0.0,0.0,0.0,"0,00",3.0,0.0,1.0,1.0,"33,33",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Luke Perry,2,43,0,0,0
1929,0,BKS Visła Bydgoszcz -Jastrzębski Węgiel,1.0,0.0,0.0,0.0,0.0,"0,00",1.0,0.0,0.0,1.0,"100,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Jakub Peszko,8,114,680,53,62
1930,1,BKS Visła Bydgoszcz -VERVA Warszawa ORLEN Paliwa,3.0,5.0,6.0,0.0,1.0,"0,00",22.0,1.0,11.0,2.0,"9,09",15.0,1.0,2.0,5.0,"33,33",0.0,"0,00",Jakub Peszko,8,114,680,53,62
1931,2,BKS Visła Bydgoszcz -Cerrad Enea Czarni Radom,3.0,4.0,6.0,1.0,1.0,"0,33",16.0,1.0,6.0,2.0,"12,50",13.0,1.0,2.0,3.0,"23,08",0.0,"0,00",Jakub Peszko,8,114,680,53,62
1932,3,BKS Visła Bydgoszcz -PGE Skra Bełchatów,3.0,8.0,6.0,0.0,1.0,"0,00",7.0,0.0,3.0,1.0,"14,29",12.0,1.0,0.0,8.0,"66,67",0.0,"0,00",Jakub Peszko,8,114,680,53,62
1933,4,BKS Visła Bydgoszcz -GKS Katowice,5.0,15.0,19.0,2.0,4.0,"0,40",33.0,5.0,4.0,7.0,"21,21",25.0,1.0,0.0,12.0,"48,00",1.0,"0,20",Jakub Peszko,8,114,680,53,62
1934,5,BKS Visła Bydgoszcz -Trefl Gdańsk,5.0,13.0,13.0,2.0,2.0,"0,40",31.0,0.0,11.0,8.0,"25,81",20.0,2.0,2.0,9.0,"45,00",2.0,"0,40",Jakub Peszko,8,114,680,53,62
1935,6,BKS Visła Bydgoszcz -Indykpol AZS Olsztyn,5.0,11.0,17.0,1.0,4.0,"0,20",28.0,1.0,6.0,8.0,"28,57",28.0,2.0,2.0,10.0,"35,71",0.0,"0,00",Jakub Peszko,8,114,680,53,62
1936,7,BKS Visła Bydgoszcz -Cuprum Lubin,3.0,5.0,4.0,0.0,1.0,"0,00",14.0,1.0,1.0,2.0,"14,29",15.0,2.0,3.0,4.0,"26,67",1.0,"0,33",Jakub Peszko,8,114,680,53,62
1937,8,BKS Visła Bydgoszcz -Ślepsk Malow Suwałki,5.0,14.0,15.0,1.0,3.0,"0,20",24.0,3.0,5.0,4.0,"16,67",20.0,1.0,0.0,13.0,"65,00",0.0,"0,00",Jakub Peszko,8,114,680,53,62
1938,9,BKS Visła Bydgoszcz -MKS Będzin,5.0,14.0,13.0,1.0,5.0,"0,20",20.0,1.0,4.0,4.0,"20,00",27.0,1.0,0.0,10.0,"37,04",3.0,"0,60",Jakub Peszko,8,114,680,53,62
1939,10,BKS Visła Bydgoszcz -Grupa Azoty ZAKSA Kędzierzyn-Koźle,3.0,4.0,13.0,0.0,2.0,"0,00",21.0,3.0,7.0,3.0,"14,29",13.0,0.0,3.0,4.0,"30,77",0.0,"0,00",Jakub Peszko,8,114,680,53,62
1940,11,BKS Visła Bydgoszcz -Aluron Virtu CMC Zawiercie,4.0,10.0,12.0,1.0,2.0,"0,25",25.0,3.0,8.0,9.0,"36,00",21.0,2.0,3.0,8.0,"38,10",1.0,"0,25",Jakub Peszko,8,114,680,53,62
1941,12,BKS Visła Bydgoszcz -Jastrzębski Węgiel,5.0,14.0,16.0,1.0,2.0,"0,20",26.0,0.0,5.0,14.0,"53,85",23.0,4.0,1.0,11.0,"47,83",2.0,"0,40",Jakub Peszko,8,114,680,53,62
1942,13,BKS Visła Bydgoszcz -VERVA Warszawa ORLEN Paliwa,1.0,0.0,1.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Jakub Peszko,8,114,680,53,62
1943,14,BKS Visła Bydgoszcz -Cerrad Enea Czarni Radom,5.0,15.0,21.0,3.0,5.0,"0,60",45.0,3.0,8.0,18.0,"40,00",26.0,7.0,1.0,11.0,"42,31",1.0,"0,20",Jakub Peszko,8,114,680,53,62
1944,15,BKS Visła Bydgoszcz -PGE Skra Bełchatów,3.0,3.0,6.0,0.0,2.0,"0,00",19.0,2.0,5.0,4.0,"21,05",10.0,0.0,3.0,2.0,"20,00",1.0,"0,33",Jakub Peszko,8,114,680,53,62
1945,16,BKS Visła Bydgoszcz -Asseco Resovia Rzeszów,5.0,18.0,17.0,2.0,4.0,"0,40",32.0,1.0,10.0,8.0,"25,00",26.0,1.0,2.0,13.0,"50,00",3.0,"0,60",Jakub Peszko,8,114,680,53,62
1946,17,BKS Visła Bydgoszcz -GKS Katowice,4.0,11.0,14.0,1.0,2.0,"0,25",35.0,3.0,11.0,9.0,"25,71",18.0,2.0,3.0,10.0,"55,56",0.0,"0,00",Jakub Peszko,8,114,680,53,62
1947,18,BKS Visła Bydgoszcz -Trefl Gdańsk,4.0,7.0,15.0,0.0,2.0,"0,00",24.0,1.0,10.0,6.0,"25,00",16.0,3.0,1.0,6.0,"37,50",1.0,"0,25",Jakub Peszko,8,114,680,53,62
1948,19,BKS Visła Bydgoszcz -MKS Będzin,4.0,11.0,15.0,2.0,3.0,"0,50",13.0,0.0,2.0,2.0,"15,38",20.0,2.0,2.0,9.0,"45,00",0.0,"0,00",Jakub Peszko,8,114,680,53,62
1949,0,PGE Skra Bełchatów -Trefl Gdańsk,4.0,20.0,19.0,2.0,2.0,"0,50",0.0,0.0,0.0,0.0,"0,00",35.0,2.0,3.0,17.0,"48,57",1.0,"0,25",Dusan Petković,1,19,190,21,11
1950,1,PGE Skra Bełchatów -GKS Katowice,4.0,1.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",2.0,0.0,1.0,1.0,"50,00",0.0,"0,00",Dusan Petković,1,19,190,21,11
1951,2,PGE Skra Bełchatów -Cuprum Lubin,5.0,26.0,17.0,2.0,3.0,"0,40",0.0,0.0,0.0,0.0,"0,00",45.0,2.0,5.0,23.0,"51,11",1.0,"0,20",Dusan Petković,1,19,190,21,11
1952,3,PGE Skra Bełchatów -BKS Visła Bydgoszcz,1.0,2.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",1.0,0.0,0.0,1.0,"100,00",1.0,"1,00",Dusan Petković,1,19,190,21,11
1953,4,PGE Skra Bełchatów -MKS Będzin,4.0,20.0,14.0,1.0,4.0,"0,25",0.0,0.0,0.0,0.0,"0,00",33.0,1.0,2.0,18.0,"54,55",1.0,"0,25",Dusan Petković,1,19,190,21,11
1954,5,PGE Skra Bełchatów -Grupa Azoty ZAKSA Kędzierzyn-Koźle,2.0,5.0,7.0,0.0,3.0,"0,00",0.0,0.0,0.0,0.0,"0,00",13.0,0.0,1.0,3.0,"23,08",2.0,"1,00",Dusan Petković,1,19,190,21,11
1955,6,PGE Skra Bełchatów -Jastrzębski Węgiel,2.0,0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Dusan Petković,1,19,190,21,11
1956,7,PGE Skra Bełchatów -Aluron Virtu CMC Zawiercie,3.0,10.0,14.0,1.0,2.0,"0,33",0.0,0.0,0.0,0.0,"0,00",16.0,0.0,0.0,9.0,"56,25",0.0,"0,00",Dusan Petković,1,19,190,21,11
1957,8,PGE Skra Bełchatów -Cerrad Enea Czarni Radom,4.0,17.0,17.0,3.0,3.0,"0,75",0.0,0.0,0.0,0.0,"0,00",37.0,3.0,5.0,12.0,"32,43",2.0,"0,50",Dusan Petković,1,19,190,21,11
1958,9,PGE Skra Bełchatów -Ślepsk Malow Suwałki,3.0,1.0,7.0,1.0,0.0,"0,33",0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Dusan Petković,1,19,190,21,11
1959,10,PGE Skra Bełchatów -Indykpol AZS Olsztyn,3.0,15.0,14.0,3.0,2.0,"1,00",0.0,0.0,0.0,0.0,"0,00",21.0,2.0,2.0,12.0,"57,14",0.0,"0,00",Dusan Petković,1,19,190,21,11
1960,11,PGE Skra Bełchatów -Trefl Gdańsk,3.0,10.0,11.0,1.0,3.0,"0,33",1.0,0.0,1.0,0.0,"0,00",17.0,1.0,2.0,9.0,"52,94",0.0,"0,00",Dusan Petković,1,19,190,21,11
1961,12,PGE Skra Bełchatów -GKS Katowice,3.0,16.0,15.0,2.0,3.0,"0,67",0.0,0.0,0.0,0.0,"0,00",21.0,0.0,2.0,14.0,"66,67",0.0,"0,00",Dusan Petković,1,19,190,21,11
1962,13,PGE Skra Bełchatów -Cuprum Lubin,3.0,14.0,11.0,1.0,2.0,"0,33",0.0,0.0,0.0,0.0,"0,00",21.0,0.0,1.0,12.0,"57,14",1.0,"0,33",Dusan Petković,1,19,190,21,11
1963,14,PGE Skra Bełchatów -BKS Visła Bydgoszcz,3.0,2.0,6.0,0.0,1.0,"0,00",0.0,0.0,0.0,0.0,"0,00",5.0,0.0,0.0,2.0,"40,00",0.0,"0,00",Dusan Petković,1,19,190,21,11
1964,15,PGE Skra Bełchatów -MKS Będzin,3.0,1.0,3.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",2.0,0.0,1.0,1.0,"50,00",0.0,"0,00",Dusan Petković,1,19,190,21,11
1965,16,PGE Skra Bełchatów -Grupa Azoty ZAKSA Kędzierzyn-Koźle,5.0,10.0,19.0,3.0,3.0,"0,60",0.0,0.0,0.0,0.0,"0,00",13.0,2.0,0.0,6.0,"46,15",1.0,"0,20",Dusan Petković,1,19,190,21,11
1966,17,PGE Skra Bełchatów -VERVA Warszawa ORLEN Paliwa,4.0,17.0,13.0,0.0,4.0,"0,00",0.0,0.0,0.0,0.0,"0,00",33.0,3.0,3.0,16.0,"48,48",1.0,"0,25",Dusan Petković,1,19,190,21,11
1967,18,PGE Skra Bełchatów -Ślepsk Malow Suwałki,4.0,3.0,4.0,1.0,3.0,"0,25",0.0,0.0,0.0,0.0,"0,00",5.0,0.0,0.0,2.0,"40,00",0.0,"0,00",Dusan Petković,1,19,190,21,11
1968,0,PGE Skra Bełchatów -Trefl Gdańsk,4.0,0.0,0.0,0.0,0.0,"0,00",24.0,0.0,10.0,3.0,"12,50",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Kacper Piechocki,8,189,0,0,0
1969,1,PGE Skra Bełchatów -GKS Katowice,5.0,0.0,0.0,0.0,0.0,"0,00",32.0,1.0,6.0,7.0,"21,88",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Kacper Piechocki,8,189,0,0,0
1970,2,PGE Skra Bełchatów -BKS Visła Bydgoszcz,3.0,0.0,0.0,0.0,0.0,"0,00",18.0,1.0,6.0,5.0,"27,78",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Kacper Piechocki,8,189,0,0,0
1971,3,PGE Skra Bełchatów -MKS Będzin,4.0,0.0,0.0,0.0,0.0,"0,00",14.0,0.0,2.0,6.0,"42,86",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Kacper Piechocki,8,189,0,0,0
1972,4,PGE Skra Bełchatów -Grupa Azoty ZAKSA Kędzierzyn-Koźle,3.0,0.0,0.0,0.0,0.0,"0,00",15.0,2.0,5.0,5.0,"33,33",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Kacper Piechocki,8,189,0,0,0
1973,5,PGE Skra Bełchatów -Aluron Virtu CMC Zawiercie,3.0,0.0,0.0,0.0,0.0,"0,00",9.0,0.0,2.0,2.0,"22,22",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Kacper Piechocki,8,189,0,0,0
1974,6,PGE Skra Bełchatów -Cerrad Enea Czarni Radom,4.0,0.0,0.0,0.0,0.0,"0,00",29.0,4.0,7.0,3.0,"10,34",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Kacper Piechocki,8,189,0,0,0
1975,7,PGE Skra Bełchatów -Ślepsk Malow Suwałki,4.0,0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Kacper Piechocki,8,189,0,0,0
1976,8,PGE Skra Bełchatów -Asseco Resovia Rzeszów,3.0,0.0,0.0,0.0,0.0,"0,00",14.0,2.0,5.0,3.0,"21,43",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Kacper Piechocki,8,189,0,0,0
1977,9,PGE Skra Bełchatów -Trefl Gdańsk,3.0,0.0,0.0,0.0,0.0,"0,00",10.0,1.0,4.0,2.0,"20,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Kacper Piechocki,8,189,0,0,0
1978,10,PGE Skra Bełchatów -GKS Katowice,3.0,0.0,0.0,0.0,0.0,"0,00",14.0,1.0,2.0,4.0,"28,57",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Kacper Piechocki,8,189,0,0,0
1979,11,PGE Skra Bełchatów -Cuprum Lubin,2.0,0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Kacper Piechocki,8,189,0,0,0
1980,12,PGE Skra Bełchatów -BKS Visła Bydgoszcz,3.0,0.0,0.0,0.0,0.0,"0,00",13.0,1.0,3.0,3.0,"23,08",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Kacper Piechocki,8,189,0,0,0
1981,13,PGE Skra Bełchatów -MKS Będzin,3.0,0.0,0.0,0.0,0.0,"0,00",18.0,1.0,6.0,3.0,"16,67",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Kacper Piechocki,8,189,0,0,0
1982,14,PGE Skra Bełchatów -Grupa Azoty ZAKSA Kędzierzyn-Koźle,5.0,0.0,0.0,0.0,0.0,"0,00",34.0,2.0,8.0,11.0,"32,35",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Kacper Piechocki,8,189,0,0,0
1983,15,PGE Skra Bełchatów -Ślepsk Malow Suwałki,1.0,0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Kacper Piechocki,8,189,0,0,0
1984,0,Indykpol AZS Olsztyn -Aluron Virtu CMC Zawiercie,2.0,2.0,4.0,0.0,1.0,"0,00",0.0,0.0,0.0,0.0,"0,00",5.0,2.0,0.0,1.0,"20,00",1.0,"0,50",Paweł Pietraszko,4,89,531,77,116
1985,1,Indykpol AZS Olsztyn -Trefl Gdańsk,3.0,7.0,10.0,3.0,3.0,"1,00",0.0,0.0,0.0,0.0,"0,00",3.0,0.0,1.0,1.0,"33,33",3.0,"1,00",Paweł Pietraszko,4,89,531,77,116
1986,2,Indykpol AZS Olsztyn -Ślepsk Malow Suwałki,4.0,7.0,16.0,2.0,6.0,"0,50",2.0,0.0,0.0,1.0,"50,00",10.0,2.0,2.0,3.0,"30,00",2.0,"0,50",Paweł Pietraszko,4,89,531,77,116
1987,3,Indykpol AZS Olsztyn -Cuprum Lubin,1.0,0.0,3.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Paweł Pietraszko,4,89,531,77,116
1988,4,Indykpol AZS Olsztyn -BKS Visła Bydgoszcz,5.0,8.0,22.0,0.0,5.0,"0,00",2.0,0.0,0.0,1.0,"50,00",9.0,1.0,0.0,5.0,"55,56",3.0,"0,60",Paweł Pietraszko,4,89,531,77,116
1989,5,Indykpol AZS Olsztyn -MKS Będzin,4.0,2.0,9.0,0.0,3.0,"0,00",0.0,0.0,0.0,0.0,"0,00",2.0,0.0,0.0,1.0,"50,00",1.0,"0,25",Paweł Pietraszko,4,89,531,77,116
1990,6,Indykpol AZS Olsztyn -Grupa Azoty ZAKSA Kędzierzyn-Koźle,3.0,6.0,9.0,1.0,3.0,"0,33",2.0,0.0,0.0,0.0,"0,00",6.0,0.0,2.0,4.0,"66,67",1.0,"0,33",Paweł Pietraszko,4,89,531,77,116
1991,7,Indykpol AZS Olsztyn -VERVA Warszawa ORLEN Paliwa,2.0,0.0,5.0,0.0,2.0,"0,00",0.0,0.0,0.0,0.0,"0,00",4.0,1.0,1.0,0.0,"0,00",0.0,"0,00",Paweł Pietraszko,4,89,531,77,116
1992,8,Indykpol AZS Olsztyn -PGE Skra Bełchatów,3.0,7.0,9.0,0.0,1.0,"0,00",0.0,0.0,0.0,0.0,"0,00",8.0,1.0,1.0,4.0,"50,00",3.0,"1,00",Paweł Pietraszko,4,89,531,77,116
1993,9,Indykpol AZS Olsztyn -Aluron Virtu CMC Zawiercie,2.0,0.0,3.0,0.0,1.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Paweł Pietraszko,4,89,531,77,116
1994,10,Indykpol AZS Olsztyn -Asseco Resovia Rzeszów,1.0,0.0,1.0,0.0,1.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Paweł Pietraszko,4,89,531,77,116
1995,11,Indykpol AZS Olsztyn -Ślepsk Malow Suwałki,2.0,1.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",1.0,0.0,0.0,1.0,"100,00",0.0,"0,00",Paweł Pietraszko,4,89,531,77,116
1996,0,Jastrzębski Węgiel -BKS Visła Bydgoszcz,3.0,0.0,0.0,0.0,0.0,"0,00",14.0,1.0,4.0,6.0,"42,86",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Jakub Popiwczak,8,207,3,3,0
1997,1,Jastrzębski Węgiel -Cuprum Lubin,3.0,0.0,0.0,0.0,0.0,"0,00",8.0,1.0,1.0,3.0,"37,50",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Jakub Popiwczak,8,207,3,3,0
1998,2,Jastrzębski Węgiel -Grupa Azoty ZAKSA Kędzierzyn-Koźle,3.0,0.0,0.0,0.0,0.0,"0,00",12.0,1.0,2.0,6.0,"50,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Jakub Popiwczak,8,207,3,3,0
1999,3,Jastrzębski Węgiel -Aluron Virtu CMC Zawiercie,3.0,0.0,0.0,0.0,0.0,"0,00",17.0,2.0,1.0,4.0,"23,53",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Jakub Popiwczak,8,207,3,3,0
2000,4,Jastrzębski Węgiel -Cerrad Enea Czarni Radom,4.0,0.0,0.0,0.0,0.0,"0,00",19.0,1.0,3.0,7.0,"36,84",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Jakub Popiwczak,8,207,3,3,0
2001,5,Jastrzębski Węgiel -PGE Skra Bełchatów,5.0,0.0,0.0,0.0,0.0,"0,00",35.0,0.0,10.0,11.0,"31,43",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Jakub Popiwczak,8,207,3,3,0
2002,6,Jastrzębski Węgiel -Asseco Resovia Rzeszów,3.0,0.0,0.0,0.0,0.0,"0,00",15.0,1.0,3.0,5.0,"33,33",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Jakub Popiwczak,8,207,3,3,0
2003,7,Jastrzębski Węgiel -GKS Katowice,5.0,0.0,0.0,0.0,0.0,"0,00",17.0,2.0,4.0,5.0,"29,41",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Jakub Popiwczak,8,207,3,3,0
2004,8,Jastrzębski Węgiel -Trefl Gdańsk,5.0,0.0,0.0,0.0,0.0,"0,00",22.0,1.0,3.0,5.0,"22,73",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Jakub Popiwczak,8,207,3,3,0
2005,9,Jastrzębski Węgiel -Indykpol AZS Olsztyn,3.0,0.0,0.0,0.0,0.0,"0,00",12.0,0.0,3.0,4.0,"33,33",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Jakub Popiwczak,8,207,3,3,0
2006,10,Jastrzębski Węgiel -MKS Będzin,3.0,0.0,0.0,0.0,0.0,"0,00",20.0,2.0,4.0,7.0,"35,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Jakub Popiwczak,8,207,3,3,0
2007,11,Jastrzębski Węgiel -BKS Visła Bydgoszcz,3.0,0.0,0.0,0.0,0.0,"0,00",14.0,1.0,1.0,8.0,"57,14",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Jakub Popiwczak,8,207,3,3,0
2008,12,Jastrzębski Węgiel -Cuprum Lubin,4.0,0.0,0.0,0.0,0.0,"0,00",16.0,1.0,2.0,7.0,"43,75",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Jakub Popiwczak,8,207,3,3,0
2009,13,Jastrzębski Węgiel -Grupa Azoty ZAKSA Kędzierzyn-Koźle,5.0,0.0,0.0,0.0,0.0,"0,00",16.0,2.0,7.0,3.0,"18,75",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Jakub Popiwczak,8,207,3,3,0
2010,14,Jastrzębski Węgiel -VERVA Warszawa ORLEN Paliwa,3.0,0.0,0.0,0.0,0.0,"0,00",10.0,0.0,4.0,2.0,"20,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Jakub Popiwczak,8,207,3,3,0
2011,15,Jastrzębski Węgiel -Ślepsk Malow Suwałki,4.0,0.0,0.0,0.0,0.0,"0,00",19.0,1.0,2.0,5.0,"26,32",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Jakub Popiwczak,8,207,3,3,0
2012,16,Jastrzębski Węgiel -Aluron Virtu CMC Zawiercie,5.0,0.0,0.0,0.0,0.0,"0,00",24.0,1.0,2.0,6.0,"25,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Jakub Popiwczak,8,207,3,3,0
2013,17,Jastrzębski Węgiel -Cerrad Enea Czarni Radom,3.0,0.0,0.0,0.0,0.0,"0,00",21.0,3.0,3.0,2.0,"9,52",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Jakub Popiwczak,8,207,3,3,0
2014,18,Jastrzębski Węgiel -Trefl Gdańsk,4.0,0.0,0.0,0.0,0.0,"0,00",11.0,0.0,2.0,3.0,"27,27",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Jakub Popiwczak,8,207,3,3,0
2015,19,Jastrzębski Węgiel -VERVA Warszawa ORLEN Paliwa,3.0,0.0,0.0,0.0,0.0,"0,00",13.0,0.0,4.0,3.0,"23,08",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Jakub Popiwczak,8,207,3,3,0
2016,0,Indykpol AZS Olsztyn -Cerrad Enea Czarni Radom,5.0,11.0,20.0,1.0,1.0,"0,20",1.0,0.0,1.0,0.0,"0,00",11.0,0.0,2.0,9.0,"81,82",1.0,"0,20",Mateusz Poręba,2,24,114,6,28
2017,1,Indykpol AZS Olsztyn -Aluron Virtu CMC Zawiercie,3.0,2.0,8.0,0.0,1.0,"0,00",0.0,0.0,0.0,0.0,"0,00",2.0,0.0,1.0,1.0,"50,00",1.0,"0,33",Mateusz Poręba,2,24,114,6,28
2018,2,Indykpol AZS Olsztyn -Asseco Resovia Rzeszów,4.0,12.0,14.0,0.0,1.0,"0,00",0.0,0.0,0.0,0.0,"0,00",15.0,1.0,1.0,9.0,"60,00",3.0,"0,75",Mateusz Poręba,2,24,114,6,28
2019,3,Indykpol AZS Olsztyn -GKS Katowice,5.0,11.0,15.0,1.0,0.0,"0,20",1.0,0.0,1.0,0.0,"0,00",8.0,0.0,0.0,5.0,"62,50",5.0,"1,00",Mateusz Poręba,2,24,114,6,28
2020,4,Indykpol AZS Olsztyn -Trefl Gdańsk,2.0,6.0,7.0,0.0,1.0,"0,00",0.0,0.0,0.0,0.0,"0,00",5.0,1.0,0.0,4.0,"80,00",2.0,"1,00",Mateusz Poręba,2,24,114,6,28
2021,5,Indykpol AZS Olsztyn -Cuprum Lubin,4.0,5.0,18.0,0.0,2.0,"0,00",2.0,0.0,0.0,0.0,"0,00",7.0,1.0,0.0,3.0,"42,86",2.0,"0,50",Mateusz Poręba,2,24,114,6,28
2022,6,Indykpol AZS Olsztyn -MKS Będzin,5.0,6.0,11.0,0.0,1.0,"0,00",1.0,0.0,0.0,0.0,"0,00",9.0,0.0,0.0,6.0,"66,67",0.0,"0,00",Mateusz Poręba,2,24,114,6,28
2023,7,Indykpol AZS Olsztyn -Grupa Azoty ZAKSA Kędzierzyn-Koźle,2.0,0.0,4.0,0.0,2.0,"0,00",2.0,0.0,1.0,0.0,"0,00",1.0,1.0,0.0,0.0,"0,00",0.0,"0,00",Mateusz Poręba,2,24,114,6,28
2024,8,Indykpol AZS Olsztyn -VERVA Warszawa ORLEN Paliwa,4.0,3.0,12.0,0.0,2.0,"0,00",1.0,0.0,0.0,0.0,"0,00",7.0,0.0,1.0,2.0,"28,57",1.0,"0,25",Mateusz Poręba,2,24,114,6,28
2025,9,Indykpol AZS Olsztyn -Jastrzębski Węgiel,3.0,5.0,12.0,0.0,0.0,"0,00",1.0,0.0,1.0,0.0,"0,00",6.0,1.0,0.0,3.0,"50,00",2.0,"0,67",Mateusz Poręba,2,24,114,6,28
2026,10,Indykpol AZS Olsztyn -PGE Skra Bełchatów,1.0,1.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",1.0,0.0,0.0,1.0,"100,00",0.0,"0,00",Mateusz Poręba,2,24,114,6,28
2027,11,Indykpol AZS Olsztyn -Aluron Virtu CMC Zawiercie,4.0,8.0,15.0,0.0,2.0,"0,00",0.0,0.0,0.0,0.0,"0,00",8.0,0.0,1.0,4.0,"50,00",4.0,"1,00",Mateusz Poręba,2,24,114,6,28
2028,12,Indykpol AZS Olsztyn -Asseco Resovia Rzeszów,4.0,3.0,19.0,1.0,3.0,"0,25",0.0,0.0,0.0,0.0,"0,00",4.0,1.0,0.0,2.0,"50,00",0.0,"0,00",Mateusz Poręba,2,24,114,6,28
2029,13,Indykpol AZS Olsztyn -GKS Katowice,5.0,9.0,19.0,0.0,4.0,"0,00",2.0,0.0,0.0,1.0,"50,00",11.0,0.0,2.0,8.0,"72,73",1.0,"0,20",Mateusz Poręba,2,24,114,6,28
2030,14,Indykpol AZS Olsztyn -Trefl Gdańsk,3.0,2.0,9.0,0.0,1.0,"0,00",0.0,0.0,0.0,0.0,"0,00",4.0,1.0,0.0,2.0,"50,00",0.0,"0,00",Mateusz Poręba,2,24,114,6,28
2031,15,Indykpol AZS Olsztyn -Ślepsk Malow Suwałki,4.0,2.0,17.0,2.0,1.0,"0,50",1.0,0.0,1.0,0.0,"0,00",8.0,3.0,1.0,0.0,"0,00",0.0,"0,00",Mateusz Poręba,2,24,114,6,28
2032,16,Indykpol AZS Olsztyn -Cuprum Lubin,3.0,6.0,9.0,0.0,2.0,"0,00",0.0,0.0,0.0,0.0,"0,00",4.0,0.0,0.0,4.0,"100,00",2.0,"0,67",Mateusz Poręba,2,24,114,6,28
